MAGs	d	p	c	o	f	g	s
GL140_2_metabinner_78	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL140_3_metabat_188_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL140_4_metabat_227	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__FEN-979	g__	s__
GL140_4_metabinner_127_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__CAINVV01	s__
GL140_4_metabinner_12_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__UBA6024	s__
GL140_5_metabat_326_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA12481	g__UBA12481	s__
GL140_5_metabinner_184_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__JAAFHB01	s__
GL140_6_metabinner_22	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__LD21	s__
GL15_Up_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL16_Down_concoct_50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__J057	f__J057	g__JAAFHL01	s__
GL16_Down_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__UBA3961	s__
GL16_UP_concoct_40_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__CAINEC01	s__
GL22_UP_metabinner_2	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA8401	g__UBA8401	s__
GL24_UP_concoct_27	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL24_UP_metabat_48_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL26_DN_concoct_36_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__172606-1	g__CADCTQ01	s__
GL26_DN_metabat_42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__UBA6024	s__
GL26_DN_metabinner_5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Spirosoma	s__
GL27_UP_concoct_44_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAAFJT01	s__
GL28_DN_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL28_DN_metabinner_15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__2013-40CM-41-45	g__	s__
GL28_UP_metabinner_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL29_DN_concoct_28_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__CAIVPM01	s__
GL29_DN_metabinner_2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL29_DN_metabinner_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__CAIVPM01	s__
GL30_UP_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__NS11-12g	f__SHWZ01	g__	s__
GL32_UP_metabat_132	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__CAIKLP01	g__	s__
GL32_UP_metabat_77	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__2013-40CM-41-45	g__JADKIH01	s__
GL34_DN_metabinner_41	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL34_UP_concoct_161_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767	f__B-17BO	g__UBA4416	s__
GL34_UP_metabat_133	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ginsengibacter	s__
GL35_DN_concoct_129_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Arcicella	s__
GL35_DN_metabinner_2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL36_UP_metabinner_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL36_UP_metabinner_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL42_DN_concoct_176_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__	s__
GL44_Down_metabat_19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL44_UP_concoct_113	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus sp009885605
GL44_UP_metabat_155	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAAFJT01	s__
GL44_UP_metabinner_12_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL45_Down_metabat_30_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL45_Down_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL45_UP_metabat_13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL45_UP_metabinner_16_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL46_Up_concoct_104	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767	f__B-17BO	g__UBA2475	s__
GL46_Up_concoct_182	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Thermonemataceae	g__	s__
GL47_Down_concoct_189	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA8401	g__UBA8401	s__
GL47_Down_concoct_39	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__
GL47_Up_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL48_UP_concoct_98	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL49_Down_concoct_154	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Leadbetterella	s__
GL49_Down_concoct_216	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Thermonemataceae	g__	s__
GL49_Down_concoct_231_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__UBA2336	s__
GL49_Down_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL49_UP_concoct_72	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__
GL50_Down_metabinner_33_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL50_Down_metabinner_5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL51_DN_metabinner_15_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL51_DN_metabinner_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL51_Up_concoct_59_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__NBLH01	g__	s__
GL51_Up_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__WTJX01	g__	s__
GL51_Up_metabinner_16_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767	f__B-17BO	g__UBA4416	s__
GL51_Up_metabinner_17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__UBA3362	s__
GL51_Up_metabinner_2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Leadbetterella	s__
GL51_Up_metabinner_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Arcicella	s__
GL51_Up_metabinner_5_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL51_Up_metabinner_6_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__UBA9547	g__UBA9547	s__
GL53_Down_concoct_86	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__REAB01	s__
GL53_Down_metabat_69_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL53_Down_metabinner_16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__UBA3961	s__
GL53_Down_metabinner_17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL53_Down_metabinner_27_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Emticicia	s__
GL53_Down_metabinner_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__	g__	s__
GL53_Down_metabinner_92_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL53_Up_concoct_241_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL53_Up_metabat_5_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__
GL53_Up_metabat_73_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL53_Up_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAAFJT01	s__
GL53_Up_metabinner_19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL53_Up_metabinner_21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__JJ008	s__
GL53_Up_metabinner_42_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL56_Down_concoct_45	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767	f__B-17BO	g__UBA4416	s__
GL56_Down_metabinner_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL56_Up_concoct_124	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flavihumibacter	s__
GL61_DN_concoct_96	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL65_DN_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAAFJT01	s__
GL65_DN_metabinner_13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__JAAFHG01	s__
GL65_DN_metabinner_17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__HMF7056	s__
GL65_DN_metabinner_30_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL65_UP_concoct_98_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__
GL65_UP_metabinner_16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__OLB10	g__	s__
GL65_UP_metabinner_8_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Aquir	s__
GL72_DN_concoct_53_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__CAIVPM01	s__
GL72_DN_metabat_143	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__JADIYW01	g__JADJSS01	s__
GL72_DN_metabinner_23_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL72_DN_metabinner_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL72_DN_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL72_UP_metabinner_2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL72_UP_metabinner_36_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__
GL72_UP_metabinner_5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__UBA1930	s__
GL72_UP_metabinner_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Arcicella	s__
GL73_DN_concoct_124_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL73_DN_concoct_157_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__	s__
GL73_UP_concoct_17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinilabiliaceae	g__JAGPHP01	s__
GL74_DN_concoct_21_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Chryseolinea	s__
GL74_DN_metabinner_4_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL74_DN_metabinner_5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL74_DN_metabinner_53_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__
GL74_UP_metabat_108	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL74_UP_metabinner_18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL74_UP_metabinner_24_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flavipsychrobacter	s__
GL74_UP_metabinner_42	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL74_UP_metabinner_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__2013-40CM-41-45	g__	s__
GL74_UP_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL75_UP_metabinner_4_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL79_UP_concoct_75	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAAFJT01	s__
GL79_UP_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__	s__
GL82_UP_concoct_151	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL82_UP_metabinner_14_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL82_UP_metabinner_7	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA8401	g__UBA8401	s__
GL85_DN_concoct_230	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Puia	s__
GL85_DN_metabat_141	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL85_UP_concoct_215_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Puia	s__
GL85_UP_concoct_74	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Palsa-1295	f__Palsa-1295	g__JAFDZW01	s__
GL88_DN_metabinner_4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767	f__2-12-FULL-35-15	g__2-12-FULL-35-15	s__
GL90_DN_metabat_18_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL90_DN_metabinner_6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL91_DN_metabinner_18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL91_DN_metabinner_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__2013-40CM-41-45	g__	s__
GL92_UP_metabinner_9_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL93_DN_metabat_44_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL93_DN_metabinner_17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL93_DN_metabinner_2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAAFJT01	s__
GL94_DN_concoct_164	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL94_UP_concoct_117	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__
GL94_UP_concoct_201_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL94_UP_metabat_21	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__	g__	s__
GL94_UP_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Puia	s__
GL94_UP_metabinner_18	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL94_UP_metabinner_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Emticicia	s__
GL94_UP_metabinner_30_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__MGR-bin208	s__
GL94_UP_metabinner_9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__JAAFHG01	s__
GL95_UP_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL95_UP_metabinner_16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL95_UP_metabinner_37	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL95_UP_metabinner_8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GL96_DN_metabinner_2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL96_DN_metabinner_9_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__UBA2336	s__
GL97_DN_metabinner_6_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GL97_UP_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__MGR-bin208	s__
GL98_UP_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GL99_DN_metabat_17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767-A	f__2013-40CM-41-45	g__JADKIH01	s__
GLR17_GL16_UP_1_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GLR18_GL16_UP_2_concoct_108	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767	f__JACMRI01	g__JACMRI01	s__
GLR20_GL16_DN_1_concoct_106	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__	s__
GLR20_GL16_DN_1_concoct_44	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JADJVK01	s__
GLR21_GL16_DN_2_concoct_147_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__	s__
GLR21_GL16_DN_2_concoct_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JAAFJT01	s__
GLR21_GL16_DN_2_metabinner_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__	s__
GLR56_GL46_UP_1_metabinner_3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GLR56_GL46_UP_1_metabinner_5_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GLR58_GL46_UP_3_metabat_15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GLR59_GL47_UP_1_metabinner_7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__
GLR68_GL53_UP_2_concoct_114	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GLR68_GL53_UP_2_concoct_149	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GLR68_GL53_UP_2_concoct_172	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__WTJX01	g__	s__
GLR68_GL53_UP_2_concoct_54_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium sp002150205
GLR68_GL53_UP_2_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__JADJVK01	s__
GLR68_GL53_UP_2_metabinner_5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__	s__
GLR80_GL56_UP_1_concoct_80	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__	s__
GLR80_GL56_UP_1_concoct_81	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__ELB16-189	s__
GLR80_GL56_UP_1_metabinner_11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__AKYH767	f__2-12-FULL-35-15	g__	s__
GLR80_GL56_UP_1_metabinner_9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__UBA7662	f__	g__	s__
GLR81_GL56_UP_2_concoct_25_sub	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
GLR81_GL56_UP_2_concoct_90	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__Rubricoccaceae	g__	s__
GLR81_GL56_UP_2_metabat_29	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__172606-1	g__CADCTQ01	s__
GLR81_GL56_UP_2_metabinner_1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__
336R_concoct_137	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__UBA6776	g__	s__
336R_concoct_310_sub	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Pseudobdellovibrio	s__
GFS_10292	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__	g__	s__
GFS_11434	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Pseudobdellovibrio	s__
GFS_11564	d__Bacteria	p__Bdellovibrionota	c__Bdellovibrionia	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Pseudobdellovibrio	s__
